0.14,314
0.19,155
0.24,92
0.28,70
0.31,52.8
0.35,42.5
0.37,37.4
0.39,33.9
0.43,28.5
0.44,27.7
0.49,24.8
0.54,25.2
0.57,26.1
0.59,23.2
0.60658,24.2
0.607,24.55
0.65847,25.8
0.69,22.4
0.72,22.4
0.75,22.6
0.757,23.85
0.75732,23.85
0.83,24.3
0.83086,24.3
0.846,24.4
0.85,23.4
0.87179,24.55
0.872,24.45
0.88,23.2
0.93,24.4
0.937,25.65
0.93736,25.7
0.963,26.3
0.96336,26.5
0.96545,24
0.96824,26.9
0.96824,26.5
1,28
1.00549,23.8
1.00891,27.95
1.009,27.75
1.00959,27
1.03673,28
1.03673,27.6
1.09008,29.9
1.093,30.95
1.09337,31.25
1.10783,31.95
1.108,31.65
1.111,34.029
1.111,32.9
1.127,30
1.13586,29.8
1.14234,32.1
1.16168,34.8
1.162,34.5
1.19365,35.6
1.20634,36
1.215,39
1.21898,36.6
1.23786,37.7
1.24413,38.6
1.26909,39.8
1.2814,41.8
1.289,43.234
1.29017,41
1.29388,41.4
1.323,43
1.39149,44.4
1.408,46.487
1.42,46.2
1.424,46
1.46329,47
1.49881,47.8
1.52235,47.6
1.531,47.4
1.5458,47.94
1.5924,46.1
1.6,47.5
1.607,47.476
1.628,49
1.66,47.553
1.687,48
1.69604,48
1.69604,47.4
1.73,46.2
1.78,47.49
1.78127,48.3
1.785,47
1.858,47.455
1.886,47.4
1.89,46.8
1.94,47.357
1.952,47.409
1.99,47
2.00455,47.5
2.02661,49.4
2.05,45.3
2.079,47.224
2.212,46.985
2.23968,47.2
2.28,46.669
2.419,46.13
2.45,45.827
2.47,45.1
2.592,45.533
2.68,45.331
2.704,45.174
2.78444,41.4
2.819,45.008
2.857,44.928
2.88976,45.54
2.958,44.651
2.97,44.5
2.994,44.466
3.054,44.401
3.11,44.188
3.131,44.156
3.142,44.114
3.27,47.1
3.277,43.61
3.303,43.669
3.4116,41.6
3.444,43.138
3.546,42.978
3.58,43.2
3.67024,42.1
3.731,42.68
3.908,42.316
4,43
4,41.6
4.037,42.136
4.15,39.7
4.2,42.2
4.265,41.765
4.5099,42.1
4.552,41.457
4.783,41.377
4.966,41.165
5.221,41.171
5.52,41.6
5.526,40.878
5.824,40.848
5.8302,41.6
5.96493,38.3
6,40.6
7,40.6
7.7502,41.6
7.835,40.075
7.85,40
8,40
8.1,40.1
9.9002,39.4
10,39.9
10,39.6
10,40.2
10.01,41.1
10.11,40
12,39.4
12,39.6
12.4,39
14,39.1
15,39.29
15.8,38.7
16,38.7
17.7,39.7
18,38.7
19.33,38.9
19.4,39.7
19.8,38.6
20,38.4
20,39.06
20,38.85
21.4,39.4
22,38.3
23,39.39
23.5,39.7
24,38.9
24.2,38.7
24.5,39.3
25,38.8
26.42,38.8
28.4,39.9
30,38.59
30,38.55
32.1,38.4
35,38.49
35,38.46
40,38.5
40,38.85
42.5,38.42
45,38.45
50,38.46
50,38.2
50,38.14
50,38.42
50,37.74
52.2,37.87
55,38.43
60,38.44
65,38.65
69,36.68
70,38.28
72.99398,37.6
97.99551,37.6
100,38.7
100,38.46
100,38.39
102,38.9
120,38.58
121.99639,37
146.997,37.6
147,38.47
150,38.69
150,38.62
170,38.83
171.99743,37.4
175,39.6
195.99775,38.5
200,38.98
200,38.9
205,39
240,39.24
280,39.42
293.35186,39.65
293.35186,39.4
293.35186,39.13
293.35186,38.8
293.35186,38.9
295.86181,38.7
300,39.21
300,40.68
303,39
310,39.59
340,39.69
370,39.77
405,40.6
498.04302,40.22
498.04302,40.11
498.04302,39.91
498.04302,40.07
498.04302,40.2
498.04998,40.1
501.30972,40.1
504.58697,40
659.34014,40.42
1063.80004,41.7
1063.83483,41.9
1073.38439,41.89
1087.78857,42.5
1484.6892,43.01
1484.6892,42.38
1484.6892,42.1
1484.6892,42.85
1484.6892,42.71
1490.30004,42.4
1507.28405,42.9
2067.38403,43.55
2074.10009,43.1
2080.6853,44
2094.02905,43.82
2094.02905,42.96
2100.71679,44.1
2114.12451,42.2
3982,43
1.00E+004,48
2.00E+004,54
3.98E+004,56
7.94E+004,54
2.02E+007,93
2.61E+007,98.3
3.52E+007,101
6.11E+007,117
1.06E+008,104
1.85E+008,100
3.21E+008,124
4.80E+008,120
